"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver2",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output LC_100T_1200R_1800D_2vCPU_ws2.csv",,,,"Date:","27 Apr 2026 10:27:26 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
0.970,1.373,97.296,0.360,0,670756864,65978368,262455296,207364096,0,0
0,0,100,0,0,670711808,65978368,262500352,207458304,480,944
0,0,100,0,0,670711808,65978368,262500352,207458304,1120,592
28.495,3.763,62.366,5.376,0,649826304,80457728,268906496,227958784,355136,459536
32.474,3.093,64.433,0,0,652365824,77905920,268918784,225476608,639160,714272
31.217,4.762,63.492,0.529,0,655937536,74321920,268931072,222044160,700736,789944
34.359,3.077,62.564,0,0,656961536,73289728,268939264,221020160,715104,804432
35.354,2.525,62.121,0,0,658997248,71254016,268939264,218984448,660576,800000
31.959,4.639,63.402,0,0,659255296,70995968,268939264,218726400,693312,795608
33.161,3.109,63.731,0,0,659484672,70766592,268939264,218497024,737480,845408
32.642,3.109,64.249,0,0,661262336,68988928,268939264,216719360,736720,846384
31.183,2.688,66.129,0,0,661258240,68988928,268943360,216723456,735504,847024
35.025,2.030,62.944,0,0,661258240,68988928,268943360,216731648,730200,845600
27.749,5.759,66.492,0,0,661512192,68730880,268947456,216477696,737320,848040
27.717,3.804,68.478,0,0,661770240,68472832,268947456,216219648,576016,651504
28.934,3.553,67.513,0,0,661770240,68472832,268947456,216219648,535256,620960
25.773,2.062,71.649,0.515,0,662028288,68214784,268947456,215965696,537760,599000
27.083,3.125,69.792,0,0,662028288,68214784,268947456,215965696,560320,669800
27.835,2.577,69.588,0,0,662024192,68214784,268951552,215973888,576296,652168
32.474,2.577,64.948,0,0,662024192,68214784,268951552,215973888,597840,688984
25.773,3.093,71.134,0,0,662024192,68214784,268951552,215973888,637192,759480
28.796,3.141,68.063,0,0,662024192,68214784,268951552,215977984,583504,631136
28.042,2.116,69.841,0,0,662020096,68214784,268955648,215986176,564680,661256
26.804,3.093,70.103,0,0,662020096,68214784,268955648,215986176,649568,758240
30.729,2.604,66.667,0,0,662020096,68214784,268955648,215986176,526248,584224
26.178,2.094,71.728,0,0,662020096,68214784,268955648,215986176,645096,763360
