"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver1",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output final_LC_ws1.csv 1",,,,"Date:","12 Mar 2026 20:53:34 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
0.886,1.732,97.295,0.087,0,637169664,112988160,251740160,244494336,0,0
1.064,0,98.936,0,0,637149184,112988160,251760640,244559872,480,944
0,0,100,0,0,637149184,112988160,251760640,244559872,1120,592
0,0,100,0,0,637149184,112988160,251760640,244559872,0,0
1.075,0,98.925,0,0,637149184,112988160,251760640,244559872,1120,592
0,0,100,0,0,637149184,112988160,251760640,244559872,480,480
0,1.087,98.913,0,0,637149184,112988160,251760640,244568064,4144,592
1.064,0,98.936,0,0,637149184,112988160,251760640,244568064,3024,0
0,0,100,0,0,637149184,112988160,251760640,244568064,1120,592
1.064,0,98.936,0,0,637149184,112988160,251760640,244568064,3024,0
0,0,100,0,0,637149184,112988160,251760640,244568064,1120,592
0,0,98.936,1.064,0,637149184,112988160,251760640,244576256,0,0
0,0,100,0,0,637149184,112988160,251760640,244576256,1120,592
0,0,100,0,0,637149184,112988160,251760640,244576256,3024,0
1.064,0,98.936,0,0,637149184,112988160,251760640,244576256,1120,592
0,0,100,0,0,637149184,112988160,251760640,244576256,0,0
0,0,100,0,0,637149184,112988160,251760640,244576256,1120,592
6.522,2.174,90.217,1.087,0,636919808,112758784,252219392,244813824,25088,15560
79.487,17.949,2.564,0,0,636792832,112758784,252346368,244916224,230568,412976
68.605,30.233,1.163,0,0,636112896,112013312,253771776,245575680,389760,629800
77.215,22.785,0,0,0,636878848,111239168,253779968,244830208,383784,614768
80.247,19.753,0,0,0,639389696,108711936,253779968,242311168,382464,524872
75,25,0,0,0,641683456,106418176,253779968,240025600,364032,679408
81.579,18.421,0,0,0,643489792,104611840,253779968,238219264,285240,582272
80,20,0,0,0,643973120,104124416,253784064,237735936,400416,495104
80.263,19.737,0,0,0,644202496,103895040,253784064,237506560,256352,537680
76.829,23.171,0,0,0,644202496,103895040,253784064,237506560,361520,818720
83.562,16.438,0,0,0,644702208,103378944,253784064,237006848,176496,289544
80.519,19.481,0,0,0,645963776,102117376,253784064,235745280,190600,500456
72.840,27.160,0,0,0,648253440,99823616,253788160,233455616,372960,745776
85.915,14.085,0,0,0,653414400,94662656,253788160,228294656,153760,259904
83.562,16.438,0,0,0,659300352,88760320,253788160,222400512,193864,443512
75,25,0,0,0,661880832,86179840,253788160,219828224,269280,753480
79.012,20.988,0,0,0,664432640,83628032,253788160,217276416,304848,606576
82.278,17.722,0,0,0,667529216,80531456,253788160,214179840,266232,387768
81.818,18.182,0,0,0,671395840,76660736,253792256,210313216,196008,567968
79.221,20.779,0,0,0,675237888,72818688,253792256,206471168,224992,442568
80.263,19.737,0,0,0,679608320,68431872,253792256,202100736,247072,544704
79.268,20.732,0,0,0,684482560,63557632,253792256,197226496,303472,628392
72.152,27.848,0,0,0,684388352,74223616,243220480,196231168,277864,508040
83.784,16.216,0,0,0,687710208,70897664,243224576,192909312,207104,452224
82.278,17.722,0,0,0,690016256,68575232,243224576,190595072,205736,509408
76.623,23.377,0,0,0,692862976,65736704,243216384,187756544,278728,468856
76.923,23.077,0,0,0,696455168,62136320,243224576,184164352,208744,546000
73.077,26.923,0,0,0,698228736,72228864,231370752,181399552,246224,669368
80.769,19.231,0,0,0,703385600,67072000,231370752,176242688,237096,406200
75.610,24.390,0,0,0,708497408,61939712,231391232,171130880,299640,707840
74.074,25.926,0,0,0,708374528,70262784,223174656,170672128,217472,250136
77.922,22.078,0,0,0,712216576,66420736,223174656,166838272,202912,232832
83.562,16.438,0,0,0,716738560,61898752,223174656,162316288,177320,712192
70.886,29.114,0,0,0,714874880,72032256,214896640,163442688,176592,305440
80.519,19.481,0,0,0,719261696,67645440,214896640,159055872,254648,516072
81.579,18.421,0,0,0,724893696,62009344,214900736,153423872,242720,451728
77.500,22.500,0,0,0,725704704,64696320,211410944,151662592,247032,507080
69.231,30.769,0,0,0,727482368,67047424,207282176,149778432,193224,486616
81.818,18.182,0,0,0,730005504,64507904,207282176,147247104,238032,774608
76.190,23.810,0,0,0,733102080,61411328,207282176,144150528,308016,598544
78.313,21.687,0,0,0,735592448,61743104,204460032,141611008,317080,491592
81.579,18.421,0,0,0,738734080,63844352,199217152,138285056,285856,494672
64.865,35.135,0,0,0,733437952,84951040,183422976,142774272,94432,302696
76.623,23.377,0,0,0,738050048,80338944,183422976,138162176,205440,429928
79.221,20.779,0,0,0,742408192,75964416,183422976,133795840,249248,525440
83.562,16.438,0,0,0,747270144,71102464,183422976,128933888,205960,316744
82.051,17.949,0,0,0,751140864,67231744,183422976,125063168,261976,615880
79.221,20.779,0,0,0,755240960,63131648,183422976,120971264,197912,591512
72.500,27.500,0,0,0,751935488,73883648,175984640,124157952,221384,479304
77.632,22.368,0,0,0,755249152,70569984,175984640,120844288,223560,321712
77.922,22.078,0,0,0,758067200,67735552,175984640,118018048,218152,738216
78.750,21.250,0,0,0,760877056,64925696,175984640,115208192,275304,581424
84.810,15.190,0,0,0,763977728,61825024,175984640,112115712,263312,606592
72.152,27.848,0,0,0,762937344,78397440,160567296,112390144,297528,637040
85,15,0,0,0,766537728,74797056,160567296,108789760,285160,387944
83.333,16.667,0,0,0,770924544,70410240,160567296,104402944,240744,458648
81.579,18.421,0,0,0,776544256,64774144,160567296,98775040,221648,386152
80,20,0,0,0,779640832,61677568,160567296,95686656,162248,548192
67.470,32.530,0,0,0,774238208,79527936,148123648,101040128,231360,706512
81.333,18.667,0,0,0,777326592,76435456,148127744,97951744,245960,430832
79.221,20.779,0,0,0,778358784,75403264,148127744,96919552,258048,478024
79.487,20.513,0,0,0,780652544,73109504,148127744,94625792,279928,436864
84.932,15.068,0,0,0,783998976,69754880,148119552,91279360,177208,529728
84,16,0,0,0,788336640,65409024,148127744,86941696,231448,415088
81.818,18.182,0,0,0,792039424,61538304,148295680,83238912,234136,738432
75.325,24.675,0,0,0,789905408,75272192,136695808,85303296,180440,436968
83.333,16.667,0,0,0,793583616,71430144,136859648,81625088,297008,530424
77.922,22.078,0,0,0,798228480,66785280,136859648,76980224,260472,771544
79.747,20.253,0,0,0,802557952,62439424,136859648,72650752,312968,831704
69.880,30.120,0,0,0,798093312,72798208,130965504,76881920,293488,645944
77.215,22.785,0,0,0,801443840,69447680,130965504,73531392,319600,615496
84.211,15.789,0,0,0,804786176,66105344,130965504,70189056,237896,312944
82.500,17.500,0,0,0,807882752,63008768,130965504,67092480,275360,524600
75,25,0,0,0,805142528,72884224,123772928,70488064,184856,353784
80.263,19.737,0,0,0,807596032,69533696,124669952,67588096,211056,708984
83.784,16.216,0,0,0,810946560,66179072,124674048,64233472,238480,429000
79.747,20.253,0,0,0,814301184,62824448,124674048,60878848,195944,614456
68.293,31.707,0,0,0,811712512,75116544,114946048,68333568,254520,454632
78.947,21.053,0,0,0,813023232,75476992,113291264,68235264,222936,793744
81.579,18.421,0,0,0,817348608,70844416,113598464,63766528,264032,478176
82.500,17.500,0,0,0,821608448,66469888,113696768,59449344,329208,453824
84,16,0,0,0,824676352,63401984,113696768,56381440,253376,477096
83.951,16.049,0,0,0,825966592,62111744,113696768,55091200,292536,429048
85.333,14.667,0,0,0,826224640,61853696,113696768,54833152,217160,376896
86.111,13.889,0,0,0,826646528,61431808,113696768,54415360,194624,631472
79.747,20.253,0,0,0,822972416,71389184,107417600,61714432,205520,702600
89.855,10.145,0,0,0,823222272,71131136,107425792,61460480,202800,447632
79.487,20.513,0,0,0,823480320,70873088,107425792,61202432,259016,711768
84.211,15.789,0,0,0,823738368,70615040,107425792,60944384,190552,855216
76.543,23.457,0,0,0,824254464,70098944,107425792,60432384,313448,627032
82.278,17.722,0,0,0,824508416,69840896,107429888,60174336,282224,493064
82.895,17.105,0,0,0,824766464,69582848,107429888,59916288,240424,520648
83.750,16.250,0,0,0,825024512,69324800,107429888,59658240,306888,566624
90.909,9.091,0,0,0,825282560,69066752,107429888,59400192,146272,404648
82.716,17.284,0,0,0,825794560,68550656,107433984,58892288,254216,636928
87.671,12.329,0,0,0,826048512,68292608,107438080,58634240,174160,533816
82.895,17.105,0,0,0,826535936,67805184,107438080,58146816,234424,499056
78.481,21.519,0,0,0,826793984,67547136,107438080,57888768,298048,847400
