"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver2",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output LC_NewTestCase_800T_1200R_ws2.csv",,,,"Date:","15 May 2026 22:02:25 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
6.539,1.543,91.813,0.106,0,618700800,220209152,155009024,260059136,0,0
0,0,100,0,0,618688512,220209152,155021312,259997696,1600,1536
0,0,100,0,0,618688512,220209152,155021312,259997696,0,0
6.633,0.510,92.857,0,0,618688512,220209152,155021312,259997696,48832,108176
0.515,0,99.485,0,0,618688512,220209152,155021312,260001792,38880,19528
6.186,1.546,92.268,0,0,618688512,220209152,155021312,260005888,109472,189560
1.449,0.483,98.068,0,0,618688512,220209152,155021312,260009984,99848,168592
0.510,0,99.490,0,0,618688512,220209152,155021312,260009984,1120,592
0.926,0.463,98.611,0,0,618688512,220209152,155021312,260009984,54456,114296
1.829,1.220,96.951,0,0,618688512,220209152,155021312,260009984,153488,163656
5.882,1.604,92.513,0,0,618692608,220209152,155017216,260009984,127512,255248
2.538,0.508,96.954,0,0,618688512,220209152,155021312,260009984,42288,21888
13.706,2.030,84.264,0,0,618688512,220209152,155021312,260014080,350256,478008
6.704,1.117,92.179,0,0,618688512,220209152,155021312,260018176,225864,257024
5.825,0.485,93.689,0,0,618688512,220209152,155021312,260018176,125952,342848
14.525,2.235,83.240,0,0,618688512,220209152,155021312,260018176,431560,561392
5.236,2.094,92.147,0.524,0,618688512,220209152,155021312,260018176,298696,426856
9.890,2.198,87.912,0,0,618684416,220209152,155025408,260022272,401224,510496
9.290,2.186,88.525,0,0,618684416,220209152,155025408,260030464,375488,585952
15.470,3.315,81.215,0,0,618684416,220209152,155025408,260030464,646424,785728
7.979,3.723,88.298,0,0,618684416,220209152,155025408,260030464,419832,455928
8.290,1.554,90.155,0,0,618946560,219951104,155021312,259772416,374720,471296
8.995,0.529,90.476,0,0,618942464,219951104,155025408,259776512,419744,479328
5.759,1.571,92.670,0,0,618942464,219951104,155025408,259780608,433544,416824
12.834,3.209,83.957,0,0,619171840,219721728,155025408,259551232,511520,640456
9.890,4.396,85.714,0,0,619167744,219721728,155029504,259555328,372784,589584
12.637,4.396,82.967,0,0,619167744,219721728,155029504,259555328,826384,777056
5.291,2.116,92.063,0.529,0,619167744,219721728,155029504,259563520,480744,597264
11.579,2.632,85.789,0,0,619167744,219721728,155029504,259563520,522960,570328
20.765,3.825,75.410,0,0,619167744,219721728,155029504,259563520,837640,954600
13.830,3.191,82.979,0,0,619167744,219721728,155029504,259563520,462344,602624
15.084,2.235,82.682,0,0,619163648,219721728,155033600,259567616,698104,758864
21.512,3.488,75,0,0,619171840,219721728,155025408,259567616,832552,1035688
17.838,4.865,77.297,0,0,619163648,219721728,155033600,259575808,890568,898664
14.973,2.674,82.353,0,0,619163648,219721728,155033600,259575808,758608,957128
5.820,2.116,92.063,0,0,619159552,219721728,155037696,259575808,326488,375624
23.204,2.210,74.586,0,0,619159552,219721728,155037696,259579904,1031080,1195704
6.349,2.116,91.534,0,0,619159552,219721728,155037696,259579904,465816,497712
31.395,4.651,63.953,0,0,619159552,219721728,155037696,259579904,1248832,1362368
9.392,2.762,87.845,0,0,619159552,219721728,155037696,259588096,685592,708744
32.022,6.742,61.236,0,0,619159552,219721728,155037696,259588096,1363104,1461176
15.789,2.871,81.340,0,0,619155456,219721728,155041792,259592192,673240,771248
25.301,2.410,72.289,0,0,619155456,219721728,155041792,259592192,755720,827904
25.698,5.028,69.274,0,0,619163648,219721728,155033600,259592192,1110432,1287584
21.311,4.918,73.770,0,0,619151360,219721728,155045888,259604480,961496,1082016
16.111,5,78.889,0,0,619151360,219721728,155045888,259604480,1017992,1205240
37.634,4.301,58.065,0,0,619151360,219721728,155045888,259604480,1495936,1569816
21.739,3.804,74.457,0,0,619151360,219721728,155045888,259604480,766904,954376
28.649,4.865,65.946,0.541,0,619155456,219721728,155041792,259608576,1280232,1240384
35.593,5.650,58.757,0,0,619290624,219459584,155168768,259473408,886456,1083000
20.541,5.405,74.054,0,0,620576768,218173440,155168768,258187264,861040,950552
17.297,8.108,74.595,0,0,621862912,216883200,155172864,256901120,1101648,1049288
30.601,5.464,63.934,0,0,622632960,216113152,155172864,256131072,1064024,1423008
22.652,5.525,71.823,0,0,622637056,216113152,155168768,256135168,907200,1281032
16.757,5.946,77.297,0,0,622628864,216113152,155176960,256143360,954976,955200
36.898,7.487,55.615,0,0,622628864,216113152,155176960,256143360,1147160,1543456
27.168,4.046,68.786,0,0,622628864,216113152,155176960,256143360,1029224,1038352
44.382,6.742,48.876,0,0,622624768,216113152,155181056,256143360,1310904,1778648
