"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver1",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output cobalg_RR_ws1.csv 1",,,,"Date:","12 Mar 2026 23:52:16 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
12.424,3.161,84.366,0.049,0,464699392,399282176,137310208,417386496,0,0
1.042,0,98.958,0,0,464699392,399282176,137310208,417386496,4624,1536
0,0,100,0,0,464699392,399282176,137310208,417386496,3024,0
0,0,100,0,0,464699392,399282176,137310208,417386496,1120,592
0,0,100,0,0,464699392,399282176,137310208,417386496,3024,0
0,0,100,0,0,464699392,399282176,137310208,417386496,1120,592
0,0,100,0,0,464699392,399282176,137310208,417394688,0,0
0,0,100,0,0,464699392,399282176,137310208,417394688,1120,592
0,0,100,0,0,464699392,399282176,137310208,417394688,3024,0
0,0,100,0,0,464699392,399282176,137310208,417394688,1120,592
0,0,100,0,0,464699392,399282176,137310208,417394688,0,0
0,0,100,0,0,464699392,399282176,137310208,417402880,1120,592
0,0,100,0,0,464699392,399282176,137310208,417402880,0,0
0,0,100,0,0,464699392,399282176,137310208,417402880,1120,592
0,0,100,0,0,464699392,399282176,137310208,417402880,0,0
0,0,100,0,0,464699392,399282176,137310208,417402880,1120,592
0,0,100,0,0,464699392,399282176,137310208,417411072,3024,0
1.042,0,98.958,0,0,464699392,399282176,137310208,417411072,4144,592
0,0,100,0,0,464699392,399282176,137310208,417411072,0,0
0,0,100,0,0,464699392,399282176,137310208,417411072,4144,592
0,0,100,0,0,464699392,399282176,137310208,417411072,0,0
0,0,98.969,1.031,0,464699392,399282176,137310208,417419264,1120,592
0,0,100,0,0,464699392,399282176,137310208,417419264,0,0
0,1.031,98.969,0,0,464699392,399282176,137310208,417419264,4624,2480
0,0,100,0,0,464699392,399282176,137310208,417419264,480,480
0,0,100,0,0,464699392,399282176,137310208,417419264,1120,592
0,0,100,0,0,464699392,399282176,137310208,417419264,0,0
0,0,100,0,0,464699392,399282176,137310208,417419264,1120,592
0,0,100,0,0,464699392,399282176,137310208,417419264,480,480
0,0,100,0,0,464699392,399282176,137310208,417419264,1120,592
0,0,100,0,0,464699392,399282176,137310208,417427456,720,720
0,0,100,0,0,464707584,399282176,137302016,417427456,4144,592
0,0,100,0,0,464699392,399282176,137310208,417435648,3024,0
0,0,100,0,0,464699392,399282176,137310208,417435648,1120,592
43.373,16.867,39.759,0,0,464924672,399052800,137314304,417210368,449280,629128
72.289,18.072,9.639,0,0,464924672,399052800,137314304,417210368,530088,593000
65.934,24.176,9.890,0,0,465661952,397762560,137867264,416473088,645528,897128
85.057,14.943,0,0,0,466411520,396988416,137891840,415731712,510488,588312
77.907,22.093,0,0,0,470536192,392859648,137895936,411607040,568064,680592
84.615,15.385,0,0,0,472600576,390795264,137895936,409542656,617504,672072
85.556,14.444,0,0,0,475439104,387956736,137895936,406704128,577576,646104
78.889,21.111,0,0,0,479539200,383856640,137895936,402604032,655992,890024
79.570,20.430,0,0,0,485212160,378179584,137900032,396939264,738072,720104
81.111,18.889,0,0,0,487792640,375599104,137900032,394358784,678840,788112
79.570,20.430,0,0,0,496812032,366596096,137900032,385347584,660504,567512
82.418,17.582,0,0,0,498102272,365305856,137900032,384057344,651096,848168
77.419,22.581,0,0,0,501452800,361951232,137904128,380706816,504424,557552
75.532,24.468,0,0,0,505810944,357593088,137904128,376356864,756464,721432
83.146,16.854,0,0,0,507875328,355528704,137904128,374292480,616792,853784
78.409,21.591,0,0,0,511229952,352174080,137904128,370937856,600840,653512
80.220,19.780,0,0,0,516386816,347013120,137908224,365780992,629360,600968
85.556,14.444,0,0,0,522575872,340824064,137908224,359591936,523576,599944
81.720,18.280,0,0,0,526962688,336437248,137908224,355213312,645912,708864
84.270,15.730,0,0,0,530804736,332595200,137908224,351371264,652056,856656
81.111,18.889,0,0,0,533639168,329756672,137912320,348536832,583552,652328
81.319,18.681,0,0,0,536965120,326430720,137912320,345210880,627240,707296
80.460,19.540,0,0,0,540319744,323076096,137912320,341856256,666688,688608
83.146,16.854,0,0,0,543670272,319721472,137916416,338513920,651920,743336
82.609,17.391,0,0,0,548311040,315076608,137920512,333873152,699024,867840
82.759,17.241,0,0,0,554762240,308625408,137920512,327421952,579320,700752
83.696,16.304,0,0,0,558862336,304525312,137920512,323321856,544720,625496
77.660,22.340,0,0,0,561442816,301944832,137920512,320741376,735688,735000
81.319,18.681,0,0,0,564019200,299364352,137924608,318173184,716320,802624
78.889,21.111,0,0,0,566829056,296554496,137924608,315363328,699584,801312
80,20,0,0,0,570699776,292683776,137924608,311492608,614944,761536
81.522,18.478,0,0,0,576114688,287264768,137928704,306077696,783320,938448
77.273,22.727,0,0,0,580984832,282394624,137928704,301207552,611056,680112
80.435,19.565,0,0,0,585629696,277749760,137928704,296570880,741312,609840
78.947,21.053,0,0,0,590503936,272875520,137928704,291696640,790504,893736
84.270,15.730,0,0,0,592822272,270553088,137932800,289378304,652488,809384
83.721,16.279,0,0,0,596148224,267227136,137932800,286052352,484496,600704
81.609,18.391,0,0,0,597696512,265678848,137932800,284504064,629512,635408
76.667,23.333,0,0,0,603115520,260259840,137932800,279093248,672328,701768
77.419,22.581,0,0,0,608243712,255127552,137936896,273965056,836176,1039640
84.783,15.217,0,0,0,611598336,251772928,137936896,270610432,684416,564944
77.419,22.581,0,0,0,617259008,246095872,137936896,264941568,644736,784264
81.818,18.182,0,0,0,621903872,241451008,137936896,260296704,587648,812120
81.522,18.478,0,0,0,626008064,237350912,137932800,256200704,599960,731112
81.111,18.889,0,0,0,631132160,232202240,137940992,251068416,561152,728048
77.419,22.581,0,0,0,637837312,225497088,137940992,244363264,712064,756008
80.851,19.149,0,0,0,643227648,220106752,137940992,238972928,868896,1044824
79.545,20.455,0,0,0,648597504,214716416,137945088,233594880,627872,786456
80.682,19.318,0,0,0,650153984,213168128,137936896,232046592,592256,425472
82.022,17.978,0,0,0,651177984,212135936,137945088,231022592,478544,635144
77.273,22.727,0,0,0,655794176,207519744,137945088,226406400,579784,717600
87.500,12.500,0,0,0,657854464,205455360,137949184,224346112,506528,464040
82.022,17.978,0,0,0,659918848,203390976,137949184,222281728,634304,761016
79.348,20.652,0,0,0,664821760,198488064,137949184,217378816,701872,713880
77.174,22.826,0,0,0,668430336,194875392,137953280,213778432,652376,828424
80.682,19.318,0,0,0,673832960,189456384,137953280,208367616,585832,597472
83.146,16.854,0,0,0,678191104,185098240,137953280,204009472,677168,788992
80.220,19.780,0,0,0,681803776,181485568,137953280,200396800,662784,726952
83.146,16.854,0,0,0,684355584,178933760,137953280,197844992,653312,704872
78.261,21.739,0,0,0,686415872,176869376,137957376,195792896,596528,794232
81.915,18.085,0,0,0,690270208,172998656,137957376,191930368,718416,817968
78.022,21.978,0,0,0,693596160,169672704,137957376,188604416,696144,805416
80.220,19.780,0,0,0,696946688,166318080,137961472,185253888,874832,733584
81.818,18.182,0,0,0,702320640,160944128,137961472,179879936,642368,818792
83.146,16.854,0,0,0,708497408,154750976,137961472,173703168,498440,796760
77.419,22.581,0,0,0,713371648,149876736,137961472,168828928,593248,632672
85.057,14.943,0,0,0,716980224,146264064,137965568,165220352,522272,644024
80.233,19.767,0,0,0,718499840,144744448,137965568,163700736,636080,683328
80.435,19.565,0,0,0,720564224,142680064,137965568,161636352,736328,825304
80.435,19.565,0,0,0,724430848,138809344,137969664,157777920,662488,809560
81.522,18.478,0,0,0,729030656,134193152,137969664,153169920,634256,711656
79.775,20.225,0,0,0,732643328,130580480,137969664,149557248,508400,571592
82.955,17.045,0,0,0,737030144,126193664,137969664,145170432,568280,572456
