"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver2",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output RR_100T_1200R_1800D_ws2.csv",,,,"Date:","24 Apr 2026 20:00:25 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
1.141,2.304,96.490,0.065,0,650649600,82354176,266715136,231931904,0,0
0,0,100,0,0,650629120,82354176,266719232,231968768,14208,1536
0,0,100,0,0,650629120,82354176,266719232,231968768,0,0
1.042,0,98.958,0,0,650887168,82096128,266719232,231710720,1600,592
0,0,100,0,0,650887168,82096128,266719232,231710720,0,0
1.042,0,98.958,0,0,650887168,82096128,266719232,231747584,14208,1072
0,0,100,0,0,650887168,82096128,266719232,231751680,0,0
0,0,100,0,0,650887168,82096128,266719232,231751680,1120,592
0,0,100,0,0,650887168,82096128,266719232,231751680,0,0
0,0,100,0,0,650887168,82096128,266719232,231751680,1120,592
0,0,100,0,0,650887168,82096128,266719232,231759872,0,0
0,0,100,0,0,650887168,82096128,266719232,231759872,1120,592
0,0,100,0,0,650887168,82096128,266719232,231759872,0,560
0,0,98.958,1.042,0,650887168,82096128,266719232,231759872,13728,592
1.031,1.031,97.938,0,0,650887168,82096128,266719232,231759872,16104,2240
44.156,15.584,40.260,0,0,651096064,81838080,266768384,231514112,446872,573152
29.630,13.580,56.790,0,0,651350016,81580032,266772480,231276544,652264,735040
35.632,17.241,47.126,0,0,651317248,81580032,266788864,231301120,597608,648296
42.169,16.867,40.964,0,0,651317248,81580032,266788864,231309312,593368,717896
32.184,17.241,50.575,0,0,651313152,81580032,266792960,231313408,658848,793928
37.931,16.092,45.977,0,0,651313152,81580032,266792960,231313408,639368,677624
41.667,16.667,41.667,0,0,651313152,81580032,266792960,231313408,593600,691952
35.294,17.647,47.059,0,0,651554816,81321984,266809344,231055360,690976,809968
34.524,17.857,47.619,0,0,651550720,81321984,266813440,231084032,665336,796784
33.333,18.519,48.148,0,0,651550720,81321984,266813440,231084032,614640,658376
40.244,15.854,43.902,0,0,651550720,81321984,266813440,231084032,616240,738760
32.143,21.429,46.429,0,0,651550720,81321984,266813440,231084032,687200,786008
27.586,16.092,56.322,0,0,651546624,81321984,266817536,231088128,509288,554880
25,16.667,58.333,0,0,651554816,81321984,266809344,231088128,561872,688408
33.333,12.346,54.321,0,0,651546624,81321984,266817536,231096320,427040,456592
28.889,15.556,55.556,0,0,651546624,81321984,266817536,231096320,647664,758632
37.037,14.815,48.148,0,0,651546624,81321984,266817536,231096320,469328,518056
21.591,15.909,62.500,0,0,651542528,81321984,266821632,231100416,536096,596712
31.395,19.767,48.837,0,0,651550720,81321984,266813440,231100416,562392,677168
27.059,15.294,57.647,0,0,651542528,81321984,266821632,231108608,525952,576376
32.955,12.500,54.545,0,0,651542528,81321984,266821632,231108608,540552,661448
33.333,16.667,50,0,0,651538432,81321984,266825728,231112704,491616,536920
32.222,14.444,53.333,0,0,651538432,81321984,266825728,231112704,634880,767528
