"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver1",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output RR_NewTestCase_800T_1200R_ws1.csv",,,,"Date:","15 May 2026 21:27:54 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
2.330,0.861,96.702,0.107,0,698912768,62939136,236879872,192888832,0,0
0,0,100,0,0,698875904,62935040,236920832,192921600,1600,1536
0.503,0,99.497,0,0,698875904,62935040,236920832,192921600,0,0
0,0,100,0,0,698875904,62935040,236920832,192921600,13728,592
0,0,100,0,0,698875904,62935040,236920832,192921600,0,0
6.186,0.515,93.299,0,0,698908672,62902272,236920832,192892928,36656,108656
0,0.508,99.492,0,0,698920960,62889984,236920832,192880640,0,0
4.255,1.596,94.149,0,0,698953728,62857216,236920832,192847872,147984,208608
8.763,0.515,90.722,0,0,698953728,62857216,236920832,192856064,136472,276864
0,0,100,0,0,698953728,62857216,236920832,192856064,1120,592
3.804,2.717,93.478,0,0,699019264,62791680,236920832,192790528,202384,324312
0.503,0,98.995,0.503,0,699027456,62791680,236912640,192790528,26336,592
9.836,2.732,87.432,0,0,699101184,62705664,236924928,192712704,393144,587808
2.041,0,97.959,0,0,699133952,62672896,236924928,192679936,40360,20120
12.973,2.162,84.865,0,0,699207680,62599168,236924928,192610304,389016,562336
8.466,1.587,89.947,0,0,699273216,62533632,236924928,192544768,349224,513408
11.230,1.604,87.166,0,0,699342848,62464000,236924928,192475136,384496,506648
5.670,1.546,92.784,0,0,699416576,62390272,236924928,192409600,364968,365488
18.717,3.209,78.075,0,0,699551744,62255104,236924928,192274432,575080,772376
3.646,0.521,95.833,0,0,699584512,62222336,236924928,192241664,220408,202704
16.316,4.211,79.474,0,0,699715584,62091264,236924928,192110592,598440,707080
7.937,2.116,89.947,0,0,699752448,62050304,236929024,192073728,226504,412952
11.735,2.041,86.224,0,0,699850752,61952000,236929024,191975424,604240,659328
11.429,1.143,87.429,0,0,699924480,61878272,236929024,191909888,268464,461144
23.164,6.215,70.621,0,0,700088320,61714432,236929024,191746048,968408,1057496
3.141,2.094,94.764,0,0,700121088,61681664,236929024,191713280,253648,364048
8.696,3.261,88.043,0,0,700121088,61681664,236929024,191713280,390872,572440
13.684,2.632,83.684,0,0,700157952,61644800,236929024,191676416,685696,696832
14.535,2.907,82.558,0,0,700162048,61636608,236933120,191672320,537256,700264
10.695,4.278,85.027,0,0,680370176,84316160,234045440,211439616,785680,682552
26.064,4.787,69.149,0,0,680370176,84316160,234045440,211439616,846400,1170568
11.111,1.587,87.302,0,0,680370176,84316160,234045440,211439616,640896,711896
24.571,5.143,70.286,0,0,680595456,84086784,234049536,211210240,863264,1106000
8.333,5.556,86.111,0,0,680792064,83890176,234049536,211021824,747064,733264
16.489,4.787,78.723,0,0,680189952,84492288,234049536,211628032,667208,733504
23.626,2.747,73.626,0,0,680321024,84361216,234049536,211496960,846688,1002952
17.526,3.093,79.381,0,0,680222720,84459520,234049536,211595264,719832,828104
22.099,6.630,71.271,0,0,680284160,84393984,234053632,211533824,973480,1072680
18.785,5.525,75.691,0,0,680185856,84492288,234053632,211640320,832448,993056
14.362,6.383,79.255,0,0,680120320,84557824,234053632,211705856,899920,873048
16.760,3.352,79.888,0,0,680349696,84328448,234053632,211476480,679824,867728
30.726,6.145,63.128,0,0,680280064,84393984,234057728,211542016,1287952,1344320
16.848,4.348,78.804,0,0,680280064,84393984,234057728,211546112,854472,934848
24.118,4.118,71.176,0.588,0,680247296,84426752,234057728,211587072,1032656,1134392
21.622,6.486,71.892,0,0,680247296,84426752,234057728,211587072,1173624,1208784
34.518,6.599,58.883,0,0,680755200,83914752,234061824,211079168,1251752,1533120
15.429,2.857,81.714,0,0,680755200,83914752,234061824,211079168,970504,830784
37.433,5.348,57.219,0,0,680755200,83914752,234061824,211079168,1001824,1243768
24.862,4.420,70.718,0,0,680755200,83914752,234061824,211087360,1035568,1292592
20.109,4.891,75,0,0,680751104,83914752,234065920,211091456,862296,902576
22.283,3.261,74.457,0,0,680747008,83914752,234070016,211095552,859040,932200
40.884,9.392,49.724,0,0,681517056,83144704,234070016,210325504,1451488,1739224
16.940,4.372,78.689,0,0,681512960,83144704,234074112,210329600,724512,692712
22.527,4.396,73.077,0,0,681521152,83144704,234065920,210329600,1022808,1333216
35.602,7.330,57.068,0,0,681512960,83144704,234074112,210337792,1292336,1472224
13.218,2.874,83.908,0,0,681508864,83144704,234078208,210341888,745488,928064
31.250,5.682,63.068,0,0,681766912,82886656,234078208,210083840,1251480,1292072
20.442,4.972,74.586,0,0,681766912,82886656,234078208,210083840,695208,859808
35.079,7.853,57.068,0,0,683028480,81625088,234078208,208822272,1286992,1525624
13.408,3.911,82.682,0,0,683024384,81625088,234082304,208834560,925112,930072
31.868,5.495,62.637,0,0,683024384,81625088,234082304,208834560,867296,1214840
38.378,7.027,54.595,0,0,683024384,81625088,234082304,208834560,1453040,1561520
29.348,5.978,64.674,0,0,683020288,81625088,234086400,208838656,1275960,1377792
31.720,6.452,61.828,0,0,683020288,81625088,234086400,208838656,873872,1184944
29.348,4.348,66.304,0,0,683020288,81625088,234086400,208846848,1036872,927120
29.609,6.704,63.687,0,0,683016192,81625088,234090496,208850944,1234200,1597632
15.676,4.865,79.459,0,0,683532288,81108992,234090496,208334848,766936,761160
10.270,5.946,83.784,0,0,686886912,77754368,234090496,204980224,898368,763584
28.342,7.487,64.171,0,0,688951296,75689984,234090496,202915840,1145520,1405048
33.898,7.910,58.192,0,0,692043776,72593408,234094592,199831552,862976,1370432
32.022,5.618,62.360,0,0,692043776,72593408,234094592,199831552,1102136,1069992
40.426,4.787,54.787,0,0,692297728,72335360,234098688,199573504,1540984,1638168
22.527,4.396,73.077,0,0,692297728,72335360,234098688,199577600,684032,912400
27.684,3.955,68.362,0,0,692297728,72335360,234098688,199577600,934176,1176456
28.177,4.420,67.403,0,0,692293632,72335360,234102784,199589888,1131240,1273472
18.889,2.778,78.333,0,0,692293632,72335360,234102784,199589888,930520,831808
40.741,6.878,52.381,0,0,692293632,72335360,234102784,199589888,1314336,1685352
26.923,7.143,65.934,0,0,692293632,72335360,234102784,199589888,1155040,1274816
31.720,4.839,63.441,0,0,692289536,72335360,234106880,199593984,1098416,1287744
20.213,4.255,75.532,0,0,692289536,72335360,234106880,199602176,786184,685904
36.559,6.989,56.452,0,0,693321728,71303168,234106880,198569984,1353776,1527496
17.553,3.191,79.255,0,0,693833728,70787072,234110976,198057984,707776,1041344
34.132,5.389,60.479,0,0,693833728,70787072,234110976,198057984,1128928,1166904
27.072,4.972,67.956,0,0,694063104,70557696,234110976,197828608,997112,1038880
26.596,5.319,68.085,0,0,694059008,70557696,234115072,197840896,1029672,1361600
28.177,6.630,65.193,0,0,694059008,70557696,234115072,197840896,1223024,1256552
27.869,6.557,65.574,0,0,694288384,70328320,234115072,197611520,1208832,1366944
22.951,3.825,73.224,0,0,694288384,70328320,234115072,197611520,865136,1060432
23.243,3.243,73.514,0,0,694284288,70328320,234119168,197615616,779048,941632
34.409,5.914,59.677,0,0,694284288,70328320,234119168,197623808,1414776,1418224
30.601,6.011,63.388,0,0,696864768,67747840,234119168,195043328,858368,1075792
28.421,5.263,66.316,0,0,696860672,67747840,234123264,195047424,1222544,1211304
42.458,5.028,52.514,0,0,696860672,67747840,234123264,195047424,1155264,1416536
26.842,3.684,69.474,0,0,696860672,67747840,234123264,195047424,808312,867184
31.148,6.557,62.295,0,0,697376768,67231744,234123264,194531328,1540544,1030320
41.081,5.946,52.432,0.541,0,697630720,66973696,234127360,194285568,1134232,1966680
22.346,5.028,72.626,0,0,697630720,66973696,234127360,194285568,1206272,1375616
36.022,8.065,55.914,0,0,697626624,66973696,234131456,194289664,1244680,1243288
22.460,5.882,71.658,0,0,697626624,66973696,234131456,194289664,1102712,1206024
31.522,7.609,60.870,0,0,697626624,66973696,234131456,194289664,1152664,1346544
35.135,5.405,59.459,0,0,697622528,66973696,234135552,194301952,940392,1326456
29.730,5.405,64.865,0,0,697622528,66973696,234135552,194301952,1051064,1169016
24.176,6.044,69.780,0,0,697622528,66973696,234135552,194301952,1113888,1401592
40.860,5.914,53.226,0,0,697614336,66973696,234143744,194306048,1517040,1581176
31.638,2.260,66.102,0,0,697614336,66973696,234143744,194310144,793288,1077496
30.601,6.557,62.842,0,0,697614336,66973696,234143744,194318336,1029336,1150736
32.258,6.452,61.290,0,0,697610240,66973696,234147840,194322432,1108184,1289976
27.374,5.587,67.039,0,0,697610240,66973696,234147840,194322432,1197768,1288240
25.946,6.486,67.568,0,0,697610240,66973696,234147840,194322432,1197288,1408368
32.632,6.316,61.053,0,0,697606144,66973696,234151936,194326528,1048584,1092008
28.804,7.065,64.130,0,0,697606144,66973696,234151936,194334720,1239624,1658728
26.257,3.352,70.391,0,0,697606144,66973696,234151936,194334720,855392,909584
31.383,6.915,61.702,0,0,697602048,66973696,234156032,194338816,1352888,1513392
31.319,6.044,62.637,0,0,697602048,66973696,234156032,194338816,932272,1040376
21.111,4.444,74.444,0,0,697602048,66973696,234156032,194338816,817816,1072600
30.556,7.222,62.222,0,0,700178432,64393216,234160128,191762432,1147456,1209096
29.189,4.865,65.946,0,0,700178432,64393216,234160128,191770624,1002032,952368
28.495,5.914,65.591,0,0,700178432,64393216,234160128,191770624,1247088,1540680
33.149,4.972,61.878,0,0,700174336,64393216,234164224,191774720,1268664,1269264
19.565,4.891,75.543,0,0,700174336,64393216,234164224,191774720,1148944,1170536
49.223,7.772,43.005,0,0,700182528,64393216,234156032,191774720,1573880,1944968
32.768,3.955,63.277,0,0,700170240,64393216,234168320,191787008,1041328,1082728
25,4.444,70.556,0,0,700170240,64393216,234168320,191787008,953616,1201448
32.778,7.222,60,0,0,700170240,64393216,234168320,191787008,1446768,1336008
21.739,4.891,73.370,0,0,700166144,64393216,234172416,191791104,991000,1004240
32.796,6.452,60.753,0,0,700690432,63877120,234164224,191275008,1124168,1198496
31.551,3.743,64.706,0,0,700682240,63877120,234172416,191283200,1067160,1330704
25.946,6.486,67.568,0,0,700645376,63877120,234209280,191328256,939432,1015696
22.652,4.972,72.376,0,0,700903424,63619072,234209280,191070208,1208848,1555520
35.789,7.895,56.316,0,0,700903424,63619072,234209280,191070208,1395080,1431184
33.702,5.525,60.773,0,0,700899328,63619072,234213376,191074304,907536,1396192
29.947,6.952,63.102,0,0,700899328,63619072,234213376,191074304,1197320,1304304
46.196,7.609,46.196,0,0,700907520,63619072,234205184,191074304,1436920,1632136
21.390,4.813,73.797,0,0,700895232,63619072,234217472,191086592,752904,1013536
38.251,6.011,55.738,0,0,700895232,63619072,234217472,191086592,941232,881800
42.623,7.104,50.273,0,0,700895232,63619072,234217472,191086592,1533616,1780584
16.129,4.301,79.570,0,0,700891136,63619072,234221568,191090688,875272,986904
36.216,8.649,55.135,0,0,700891136,63619072,234221568,191090688,1312072,1914808
26.374,3.846,69.780,0,0,700891136,63619072,234221568,191098880,1196880,1061496
18.478,4.348,77.174,0,0,700887040,63619072,234225664,191102976,819912,777768
28.492,4.469,67.039,0,0,700887040,63619072,234225664,191102976,925856,1157632
48.947,6.842,44.211,0,0,700887040,63619072,234225664,191102976,1575848,1703776
24.719,4.494,70.787,0,0,700882944,63619072,234229760,191107072,847864,996808
24.194,5.914,69.892,0,0,700882944,63619072,234229760,191115264,1143920,1211656
27.072,5.525,67.403,0,0,700882944,63619072,234229760,191115264,1092040,1322408
29.508,6.557,63.934,0,0,700878848,63619072,234233856,191119360,1128008,1359392
27.174,4.348,68.478,0,0,700878848,63619072,234233856,191119360,915856,1163176
22.043,3.226,74.731,0,0,700878848,63619072,234233856,191119360,1047528,787816
38.798,7.650,53.552,0,0,700878848,63619072,234233856,191127552,1378104,1564128
22.340,3.191,74.468,0,0,700874752,63619072,234237952,191131648,684776,1156168
40,7.368,52.632,0,0,700874752,63619072,234237952,191131648,1480648,1353296
20.330,3.846,75.824,0,0,700874752,63619072,234237952,191131648,998136,1083368
28.495,4.839,66.667,0,0,700870656,63619072,234242048,191135744,873032,1252464
48.108,6.486,45.405,0,0,700870656,63619072,234242048,191143936,1685864,2012944
28.649,3.784,67.568,0,0,700866560,63619072,234246144,191148032,958608,933040
27.807,8.021,64.171,0,0,700862464,63619072,234250240,191152128,1322072,1385584
37.297,5.946,56.757,0,0,700862464,63619072,234250240,191152128,1093840,1352024
24.044,3.825,72.131,0,0,700862464,63619072,234250240,191152128,959400,1125152
38.889,5,56.111,0,0,700858368,63619072,234254336,191164416,1347064,1426840
33.871,4.839,61.290,0,0,700858368,63619072,234254336,191164416,1320832,1494840
24.719,5.618,69.101,0.562,0,701304832,63102976,234323968,190717952,803456,832304
37.500,5.435,57.065,0,0,701276160,63102976,234352640,190746624,1417376,1536888
28.649,5.405,65.946,0,0,701276160,63102976,234352640,190746624,1013744,1286264
34.239,5.978,59.783,0,0,701272064,63102976,234356736,190754816,1268800,1386920
16.854,6.180,76.966,0,0,701272064,63102976,234356736,190758912,1091800,1125856
34.574,6.383,59.043,0,0,701272064,63102976,234356736,190758912,1021920,1254120
16.757,3.784,79.459,0,0,702791680,61583360,234356736,189239296,1126936,876560
51.613,11.290,37.097,0,0,697323520,77119488,224382976,194560000,1236824,1511440
32.258,6.452,61.290,0,0,697323520,77119488,224382976,194568192,1205392,1623064
32.597,6.630,60.773,0,0,697319424,77119488,224387072,194568192,1153120,1213776
34.921,5.820,59.259,0,0,697319424,77119488,224387072,194572288,1492424,1617320
33.880,3.825,62.295,0,0,697319424,77119488,224387072,194572288,926000,1289352
32.584,4.494,62.921,0,0,697315328,77119488,224391168,194572288,1124768,1194424
46.703,7.143,46.154,0,0,697315328,77119488,224391168,194584576,1654032,1780296
18.478,5.435,76.087,0,0,697315328,77119488,224391168,194584576,846840,1006984
24.865,4.865,70.270,0,0,697311232,77119488,224395264,194588672,979248,1286344
32.258,6.989,60.753,0,0,697311232,77119488,224395264,194588672,1372520,1134944
28.191,9.574,62.234,0,0,697311232,77119488,224395264,194588672,1188448,1511144
27.717,4.348,67.935,0,0,697315328,77119488,224391168,194592768,900864,1140232
27.717,8.152,64.130,0,0,697307136,77119488,224399360,194600960,1363880,1520696
34.225,5.348,60.428,0,0,697307136,77119488,224399360,194600960,1142056,1251392
37.912,6.593,55.495,0,0,697303040,77119488,224403456,194605056,1048864,1233120
34.043,7.447,58.511,0,0,697303040,77119488,224403456,194605056,1310616,1698864
22.778,2.778,73.889,0.556,0,697311232,77119488,224395264,194605056,796432,770560
26.596,6.915,66.489,0,0,697298944,77119488,224407552,194617344,1416976,1346920
34.783,4.891,60.326,0,0,697298944,77119488,224407552,194617344,1225840,1404312
24.457,5.435,70.109,0,0,697298944,77119488,224407552,194617344,877144,1352560
36.517,5.618,57.865,0,0,697294848,77119488,224411648,194621440,1370240,1265024
28.877,5.348,65.775,0,0,697810944,76603392,224411648,194105344,980168,1206536
23.118,3.763,73.118,0,0,697810944,76603392,224411648,194113536,956376,766344
31.892,4.865,63.243,0,0,697806848,76603392,224415744,194117632,1216528,1301144
37.989,3.911,58.101,0,0,697806848,76603392,224415744,194117632,977368,1449128
19.355,4.301,76.344,0,0,697806848,76603392,224415744,194117632,962968,1083416
24.309,4.420,71.271,0,0,697806848,76603392,224415744,194117632,1226680,1141536
33.505,8.247,58.247,0,0,697802752,76603392,224419840,194129920,1171440,1365120
24.725,4.945,70.330,0,0,697802752,76603392,224419840,194129920,887816,1217856
36.471,4.118,59.412,0,0,697798656,76603392,224423936,194134016,977240,1321848
26.984,6.349,66.667,0,0,697798656,76603392,224423936,194134016,1175160,1177968
37.433,4.813,57.754,0,0,697798656,76603392,224423936,194134016,1238192,1133536
26.738,5.882,67.380,0,0,697798656,76603392,224423936,194142208,1148928,1225408
29.730,7.568,62.703,0,0,697794560,76603392,224428032,194146304,1006232,1427072
29.730,6.486,63.784,0,0,697794560,76603392,224428032,194146304,1185696,1475824
28.261,4.348,67.391,0,0,697794560,76603392,224428032,194146304,975312,891240
30.108,6.452,63.441,0,0,697790464,76603392,224432128,194150400,1472752,1370096
46.995,6.011,46.995,0,0,697790464,76603392,224432128,194150400,1055704,1621344
20.652,3.261,76.087,0,0,697790464,76603392,224432128,194158592,872176,828712
32.609,5.978,61.413,0,0,697786368,76603392,224436224,194162688,1045704,1263432
28.729,6.630,64.641,0,0,697782272,76603392,224440320,194166784,1335240,1431728
20.442,4.420,75.138,0,0,697782272,76603392,224440320,194166784,869632,951920
35.714,6.044,58.242,0,0,697786368,76603392,224436224,194170880,1139040,1172512
38.462,5.495,56.044,0,0,697778176,76603392,224444416,194179072,1395376,1648584
20.541,5.405,74.054,0,0,697778176,76603392,224444416,194179072,867840,1007920
37.158,4.918,57.923,0,0,697774080,76603392,224448512,194179072,1359728,1521136
28.022,7.143,64.835,0,0,697774080,76603392,224448512,194183168,1316672,1320176
35.165,6.593,58.242,0,0,697774080,76603392,224448512,194183168,1036072,1236848
36.842,5.789,56.842,0.526,0,697769984,76603392,224452608,194195456,1213864,1252488
35.979,8.466,55.556,0,0,697769984,76603392,224452608,194195456,1392576,1280144
24.176,3.297,72.527,0,0,697769984,76603392,224452608,194195456,790616,1241896
23.913,4.891,71.196,0,0,697765888,76603392,224456704,194199552,1034200,987160
30.387,3.867,65.746,0,0,697765888,76603392,224456704,194199552,1604672,1560344
29.050,5.028,65.922,0,0,697765888,76603392,224456704,194203648,779840,1236680
30.435,3.804,65.761,0,0,697761792,76603392,224460800,194211840,1169688,1337640
36.170,6.383,57.447,0,0,698269696,76091392,224464896,193703936,1331808,1549808
29.947,5.348,64.706,0,0,698269696,76091392,224464896,193703936,927320,994112
22.346,5.587,72.067,0,0,698265600,76091392,224468992,193708032,985040,969288
26.816,3.911,69.274,0,0,698265600,76091392,224468992,193708032,1133640,1070952
32.447,5.319,62.234,0,0,698265600,76091392,224468992,193716224,944288,1194080
30.387,7.182,62.431,0,0,698261504,76091392,224473088,193720320,940448,1363192
