"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver2",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output RR_100T_400R_ws2.csv",,,,"Date:","22 Apr 2026 09:49:49 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
0.307,0.514,99.158,0.021,0,679043072,72560640,248037376,205656064,0,0
1.042,0,98.958,0,0,679022592,72560640,248057856,205709312,4624,1536
0,0,100,0,0,679022592,72560640,248057856,205709312,0,0
0,0,100,0,0,679022592,72560640,248057856,205709312,1120,592
0,0,100,0,0,679022592,72560640,248057856,205709312,0,0
0,0,100,0,0,679022592,72560640,248057856,205709312,1600,1072
0,0,100,0,0,679022592,72560640,248057856,205721600,0,0
0,0,100,0,0,679022592,72560640,248057856,205721600,1120,592
0,0,100,0,0,679022592,72560640,248057856,205721600,0,0
1.042,0,98.958,0,0,679022592,72560640,248057856,205721600,4144,592
0,0,100,0,0,679022592,72560640,248057856,205721600,3024,0
0,1.053,98.947,0,0,679022592,72560640,248057856,205721600,1120,592
0,0,100,0,0,679022592,72560640,248057856,205729792,3024,0
0,0,100,0,0,679022592,72560640,248057856,205729792,1120,592
0,0,100,0,0,679022592,72560640,248057856,205729792,0,0
0,0,100,0,0,679022592,72560640,248057856,205729792,1120,592
0,0,100,0,0,679022592,72560640,248057856,205729792,3024,0
0,0,100,0,0,679022592,72560640,248057856,205729792,1120,592
0,0,100,0,0,679022592,72560640,248057856,205737984,0,0
0,0,100,0,0,679022592,72560640,248057856,205737984,1120,592
0,0,100,0,0,679022592,72560640,248057856,205737984,480,480
1.053,0,98.947,0,0,679022592,72560640,248057856,205737984,1120,592
0,0,100,0,0,679022592,72560640,248057856,205737984,0,0
29.114,20.253,46.835,3.797,0,681992192,66138112,251424768,202129408,328744,369576
44.444,20.988,34.568,0,0,684371968,63721472,251461632,199786496,645960,769688
45.783,25.301,28.916,0,0,679796736,72826880,246931456,203825152,597104,730080
43.373,20.482,36.145,0,0,681549824,71307264,246681600,202047488,735936,842264
33.333,19.540,47.126,0,0,682033152,70819840,246685696,201564160,660520,771544
41.379,19.540,39.080,0,0,683065344,69787648,246685696,200531968,504616,577832
31.818,20.455,47.727,0,0,684326912,68526080,246685696,199270400,660072,783488
38.824,14.118,47.059,0,0,684326912,68526080,246685696,199270400,575280,622904
56.250,17.500,26.250,0,0,684580864,68268032,246689792,199024640,563512,641136
45.783,18.072,36.145,0,0,686096384,66752512,246689792,197509120,689216,795848
46.914,20.988,32.099,0,0,686321664,66527232,246689792,197283840,656792,818064
47.619,21.429,30.952,0,0,686804992,66043904,246689792,196800512,691328,830008
44.048,19.048,36.905,0,0,687288320,65556480,246693888,196317184,650184,747160
47.312,19.355,33.333,0,0,687554560,65298432,246685696,196059136,735768,859376
37.500,20.455,42.045,0,0,687804416,65040384,246693888,195809280,723824,854280
45.882,16.471,37.647,0,0,687767552,65073152,246697984,195846144,601160,721392
66.667,20.238,13.095,0,0,687734784,65105920,246697984,195878912,520888,520616
47.126,20.690,32.184,0,0,688508928,64331776,246697984,195104768,822568,1039744
40,21.176,38.824,0,0,688766976,64073728,246697984,194846720,803688,834000
69.512,17.073,13.415,0,0,688762880,64073728,246702080,194859008,468128,602992
37.634,18.280,44.086,0,0,690053120,62783488,246702080,193568768,842264,1061232
50,19.767,30.233,0,0,690794496,62042112,246702080,192827392,581120,521168
50,19.318,30.682,0,0,690794496,62042112,246702080,192827392,709176,923592
60,17.895,22.105,0,0,690790400,62042112,246706176,192831488,716184,789136
64.444,27.778,7.778,0,0,685371392,75730944,238411776,197677056,709272,914712
57.143,19.780,23.077,0,0,685600768,75501568,238411776,197447680,681568,669248
59.551,19.101,21.348,0,0,685600768,75501568,238411776,197447680,875464,1143424
52.941,16.471,30.588,0,0,685850624,75247616,238415872,197197824,597144,532112
55.914,17.204,26.882,0,0,686108672,74989568,238415872,196939776,854024,1160200
57.471,17.241,25.287,0,0,686108672,74989568,238415872,196939776,613472,542672
53.846,17.582,28.571,0,0,686104576,74989568,238419968,196952064,827168,1089904
61.728,18.519,19.753,0,0,686100480,74989568,238424064,196956160,492400,573808
62.766,21.277,15.957,0,0,686100480,74989568,238424064,196956160,757320,815088
65.217,18.478,16.304,0,0,686096384,74989568,238428160,196960256,979440,1326328
73.810,21.429,4.762,0,0,686972928,73957376,238583808,196091904,511808,521144
49,17,34,0,0,686964736,73957376,238592000,196100096,937088,991520
76.404,21.348,2.247,0,0,688250880,72667136,238596096,194813952,918328,1173040
68.605,18.605,12.791,0,0,688250880,72667136,238596096,194813952,689360,745768
33.333,17.708,48.958,0,0,688250880,72667136,238596096,194813952,934736,963128
75,16.250,8.750,0,0,688254976,72667136,238592000,194818048,628456,904912
73.494,18.072,8.434,0,0,689278976,71634944,238600192,193794048,517472,523344
34.375,17.708,47.917,0,0,689278976,71634944,238600192,193794048,876064,969328
73.333,24.444,2.222,0,0,690827264,70086656,238600192,192245760,888896,1233696
79.487,17.949,2.564,0,0,690823168,70086656,238604288,192249856,415528,400792
33.673,17.347,48.980,0,0,690823168,70086656,238604288,192249856,912704,988672
56.627,14.458,28.916,0,0,691597312,69312512,238604288,191483904,676880,893888
64.516,19.355,16.129,0,0,691593216,69312512,238608384,191488000,725608,788416
60.714,20.238,19.048,0,0,692883456,68022272,238608384,190197760,806304,821080
72.340,18.085,9.574,0,0,692883456,68022272,238608384,190197760,853936,1152952
69.565,21.739,8.696,0,0,692879360,68022272,238612480,190197760,710704,808912
78.652,21.348,0,0,0,692879360,68022272,238612480,190210048,915856,1121016
75.824,21.978,2.198,0,0,692879360,68022272,238612480,190210048,747416,732496
40.816,20.408,38.776,0,0,692875264,68022272,238616576,190214144,960936,1048512
70.652,15.217,14.130,0,0,693133312,67764224,238616576,189956096,819336,1105208
80.952,19.048,0,0,0,693907456,66990080,238616576,189181952,674192,790656
54.945,20.879,24.176,0,0,693903360,66990080,238620672,189194240,769264,649032
59.794,18.557,21.649,0,0,694161408,66732032,238620672,188936192,829368,1116040
60.870,18.478,20.652,0,0,695451648,65441792,238620672,187645952,1028056,1208128
81.176,18.824,0,0,0,695705600,65183744,238624768,187392000,613344,731496
58.947,17.895,23.158,0,0,695705600,65183744,238624768,187392000,635392,673808
37.895,15.789,46.316,0,0,695705600,65183744,238624768,187392000,992064,1053264
79.348,20.652,0,0,0,696737792,64151552,238624768,186368000,1009024,1289744
71.910,25.843,2.247,0,0,697765888,63119360,238628864,185339904,773264,847344
68.539,23.596,7.865,0,0,698023936,62861312,238628864,185081856,559384,556840
55.208,17.708,27.083,0,0,698019840,62861312,238632960,185085952,965024,1071096
71.429,24.490,4.082,0,0,699052032,61829120,238632960,184061952,1216352,1554632
76.404,23.596,0,0,0,693719040,75034624,230760448,188788736,705696,899800
83.333,16.667,0,0,0,693747712,75034624,230719488,188829696,659112,559512
54.639,19.588,25.773,0,0,693747712,75034624,230719488,188829696,768400,780792
46.875,16.667,36.458,0,0,693747712,75034624,230719488,188829696,890504,1065312
65.657,15.152,19.192,0,0,694005760,74776576,230719488,188571648,1069112,1318024
79.348,20.652,0,0,0,694001664,74776576,230723584,188583936,681344,851696
82.022,17.978,0,0,0,694001664,74776576,230723584,188583936,678544,572416
72.917,15.625,11.458,0,0,694001664,74776576,230723584,188583936,762320,991088
70.526,18.947,10.526,0,0,693997568,74776576,230727680,188588032,965272,924824
52.577,20.619,26.804,0,0,695017472,73748480,230735872,187568128,858072,934216
68.085,13.830,18.085,0,0,696307712,72458240,230735872,186286080,985944,1201168
67.368,17.895,14.737,0,0,696303616,72458240,230739968,186290176,893752,1094200
78.378,21.622,0,0,0,696303616,72458240,230739968,186290176,320552,468744
47.872,19.149,32.979,0,0,696299520,72458240,230744064,186294272,878216,608856
64.211,16.842,18.947,0,0,696299520,72458240,230744064,186302464,779976,926776
44.086,13.978,41.935,0,0,696557568,72200192,230744064,186044416,1094376,1078592
58.696,22.826,18.478,0,0,696557568,72200192,230744064,186044416,790792,1167096
70.787,14.607,14.607,0,0,697327616,71426048,230748160,185274368,733032,846056
85.333,14.667,0,0,0,697581568,71168000,230752256,185020416,405784,390016
76.344,21.505,2.151,0,0,697581568,71168000,230752256,185028608,762504,763064
31.183,12.903,55.914,0,0,697577472,71168000,230756352,185032704,973552,872328
34.343,17.172,48.485,0,0,697577472,71168000,230756352,185032704,683440,823104
68.750,19.792,11.458,0,0,698609664,70135808,230756352,184000512,1059960,1259328
