"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver2",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output LC_100T_400R_ws2.csv",,,,"Date:","21 Apr 2026 14:01:44 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
0.799,1.747,97.400,0.054,0,676229120,75440128,248233984,206958592,0,0
0,0,100,0,0,676204544,75440128,248258560,206987264,1600,1536
0,0,100,0,0,676204544,75440128,248258560,206987264,0,0
0,0,100,0,0,676204544,75440128,248258560,206987264,4144,592
0,0,100,0,0,676204544,75440128,248258560,206987264,3024,0
1.042,0,98.958,0,0,676204544,75440128,248258560,206987264,1120,592
0,4.396,93.407,2.198,0,670584832,74952704,254365696,212660224,8064,3840
38.158,28.947,30.263,2.632,0,668663808,67727360,263495680,213954560,443528,558992
45.882,18.824,35.294,0,0,671207424,65175552,263499776,211451904,743040,870872
45.882,20,34.118,0,0,675049472,61333504,263499776,207609856,779448,895648
45.238,17.857,36.905,0,0,675045376,61333504,263503872,207613952,762336,871592
33.333,23.810,42.857,0,0,670920704,74719232,254238720,211120128,662904,784536
35.227,19.318,45.455,0,0,670920704,74719232,254238720,211120128,623096,679480
39.241,13.924,46.835,0,0,671408128,74231808,254238720,210632704,535648,650872
43.023,15.116,41.860,0,0,671404032,74231808,254242816,210636800,661752,759400
46.988,18.072,34.940,0,0,671662080,73973760,254242816,210378752,701768,875512
42.697,25.843,31.461,0,0,673206272,72429568,254242816,208842752,740632,859368
38.554,19.277,42.169,0,0,673464320,72171520,254242816,208584704,742752,858752
45,15,40,0,0,673460224,72171520,254246912,208588800,566288,614224
46.429,19.048,34.524,0,0,675008512,70623232,254246912,207040512,660344,722728
45.679,13.580,40.741,0,0,675008512,70623232,254246912,207040512,516296,645064
30.682,19.318,50,0,0,675246080,70393856,254238720,206811136,668136,781240
40.964,15.663,43.373,0,0,675233792,70393856,254251008,206823424,642368,764256
62.069,19.540,18.391,0,0,675491840,70135808,254251008,206565376,551088,613520
48.837,17.442,33.721,0,0,676524032,69103616,254251008,205533184,817248,981384
65.934,20.879,13.187,0,0,676519936,69103616,254255104,205537280,864744,1039640
52.809,25.843,21.348,0,0,678076416,67555328,254246912,203988992,714120,766720
55.670,19.588,24.742,0,0,678842368,66781184,254255104,203223040,803928,942160
46.512,20.930,32.558,0,0,678838272,66781184,254259200,203227136,776456,858712
55.294,14.118,30.588,0,0,678838272,66781184,254259200,203227136,522224,697376
47.872,20.213,31.915,0,0,680128512,65490944,254259200,201936896,761256,874456
60.976,21.951,17.073,0,0,680624128,65003520,254251008,201449472,526448,641040
45.263,17.895,36.842,0,0,680869888,64745472,254263296,201203712,891816,1040976
67.073,21.951,10.976,0,0,680869888,64745472,254263296,201203712,614760,702688
17.347,20.408,62.245,0,0,681127936,64487424,254263296,200945664,799432,830256
76.250,18.750,5,0,0,681123840,64487424,254267392,200949760,533992,711688
29.032,22.581,48.387,0,0,681123840,64487424,254267392,200949760,672608,645544
45.977,19.540,34.483,0,0,681123840,64487424,254267392,200957952,619184,939400
46.875,20.833,32.292,0,0,681123840,64487424,254267392,200957952,669056,670584
60.227,15.909,23.864,0,0,681119744,64487424,254271488,200962048,553600,569520
35.870,17.391,46.739,0,0,681119744,64487424,254271488,200962048,692176,867896
49.425,20.690,29.885,0,0,681119744,64487424,254271488,200962048,638536,745816
61.290,17.204,20.430,1.075,0,681123840,64483328,254271488,200966144,766392,854696
71.765,20,8.235,0,0,681119744,64483328,254275584,200970240,664016,916664
50.505,20.202,29.293,0,0,681893888,63709184,254275584,200196096,772784,781136
61.702,17.021,21.277,0,0,681893888,63709184,254275584,200196096,741648,836416
51.064,25.532,23.404,0,0,683184128,62418944,254275584,198905856,861880,1027312
61.364,17.045,21.591,0,0,683962368,61644800,254271488,198135808,757840,883328
61.053,18.947,20,0,0,684212224,61386752,254279680,197885952,761344,822864
52.174,16.304,31.522,0,0,684212224,61386752,254279680,197885952,675880,803520
67.010,22.680,10.309,0,0,684302336,73572352,242012160,197038080,1038864,1180312
83.750,16.250,0,0,0,684302336,73572352,242012160,197038080,495592,714424
50.538,18.280,31.183,0,0,684306432,73572352,242008064,197042176,787400,685984
29.703,17.822,52.475,0,0,684556288,73314304,242016256,196792320,864120,1156056
80.952,19.048,0,0,0,684556288,73314304,242016256,196792320,709904,838152
61.458,18.750,19.792,0,0,684556288,73314304,242016256,196792320,944120,926560
35.714,17.347,46.939,0,0,684810240,73056256,242020352,196538368,817328,1080104
57.609,13.043,29.348,0,0,684810240,73056256,242020352,196538368,673128,809528
75,23.684,1.316,0,0,686084096,71782400,242020352,195272704,406080,415888
44.330,18.557,37.113,0,0,686071808,71782400,242032640,195284992,839592,869232
52.577,16.495,30.928,0,0,686071808,71782400,242032640,195284992,993648,1345368
78.313,21.687,0,0,0,687362048,70492160,242032640,193994752,614640,673320
61.702,23.404,14.894,0,0,688132096,69718016,242036736,193220608,724408,816232
63,22,15,0,0,688132096,69718016,242036736,193232896,893120,956304
59.794,25.773,14.433,0,0,689164288,68685824,242036736,192200704,1217120,1483592
74.747,19.192,6.061,0,0,692228096,65617920,242040832,189132800,958936,1110904
81.333,18.667,0,0,0,692228096,65617920,242040832,189136896,401856,517088
39.175,18.557,42.268,0,0,692228096,65617920,242040832,189136896,917288,703648
31.683,12.871,55.446,0,0,692228096,65617920,242040832,189136896,717904,993576
78.889,18.889,2.222,0,0,692482048,65359872,242044928,188891136,1139944,1517064
86.667,13.333,0,0,0,692482048,65359872,242044928,188891136,401768,314952
37.895,22.105,40,0,0,692736000,65101824,242049024,188633088,812288,726704
23.711,10.309,65.979,0,0,692736000,65101824,242049024,188637184,655696,773160
52.222,12.222,35.556,0,0,692740096,65101824,242044928,188637184,967784,1213976
83.696,16.304,0,0,0,692994048,64843776,242049024,188387328,800872,985072
80,20,0,0,0,692994048,64843776,242049024,188387328,287448,324248
52.632,18.947,28.421,0,0,692989952,64843776,242053120,188391424,776584,680840
20.455,9.091,70.455,0,0,692989952,64843776,242053120,188391424,860888,913840
67.010,13.402,19.588,0,0,693772288,64069632,242044928,187617280,1140448,1541736
82.278,17.722,0,0,0,694792192,63037440,242057216,186597376,489208,597872
77.778,22.222,0,0,0,694792192,63037440,242057216,186597376,567240,554584
51.546,18.557,29.897,0,0,694792192,63037440,242057216,186597376,798152,892976
43.617,27.660,28.723,0,0,688951296,85188608,225730560,190914560,1056504,1062048
69.474,17.895,12.632,0,0,689987584,84160512,225722368,189886464,650896,876800
68.132,17.582,14.286,0,0,689983488,84156416,225730560,189890560,972088,1057088
60.417,21.875,17.708,0,0,691265536,82870272,225734656,188608512,798288,877864
86.364,13.636,0,0,0,691523584,82612224,225734656,188350464,838008,1106200
66.667,21.505,11.828,0,0,691519488,82612224,225738752,188354560,960568,919968
81.053,18.947,0,0,0,691527680,82612224,225730560,188354560,673504,780096
