"dool 1.3.6 CSV output"
"Author:","Scott Baker",,,,"URL:","https://github.com/scottchiefbaker/dool/"
"Host:","webserver1",,,,"User:","pascal"
"Cmdline:","./dool -c -m -n --output LC_100T_1200R_1800D_ws1.csv",,,,"Date:","24 Apr 2026 20:41:59 WIB"
"total cpu usage",,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","stl","used","free","cach","avai","recv","send"
36.794,10.600,52.583,0.023,0,640339968,170180608,189100032,237813760,0,0
0,0,100,0,0,640331776,170180608,189108224,237817856,480,944
1.042,0,98.958,0,0,640331776,170180608,189108224,237817856,13728,592
0,0,100,0,0,640331776,170180608,189108224,237817856,0,0
46.835,16.456,36.709,0,0,640331776,170180608,189108224,237821952,511528,621248
45.570,17.722,36.709,0,0,640339968,170180608,189100032,237821952,727552,849048
46.914,17.284,35.802,0,0,640327680,170180608,189112320,237834240,737520,851504
41.463,23.171,35.366,0,0,640327680,170180608,189112320,237834240,713904,825440
46.250,18.750,35,0,0,640327680,170180608,189112320,237834240,743256,866072
39.506,19.753,40.741,0,0,640323584,170180608,189116416,237838336,725240,828344
42.683,21.951,35.366,0,0,640323584,170180608,189116416,237838336,751392,857760
44.186,20.930,34.884,0,0,640323584,170180608,189116416,237846528,753944,867352
41.558,20.779,37.662,0,0,640270336,170180608,189169664,238288896,734136,843576
44.304,18.987,36.709,0,0,640270336,170180608,189169664,238325760,741600,838360
45.455,15.584,38.961,0,0,640270336,170180608,189169664,238325760,754368,871336
45.679,17.284,37.037,0,0,640528384,169922560,189169664,238067712,721248,840800
31.461,16.854,51.685,0,0,640524288,169922560,189173760,238071808,684920,793304
32.955,17.045,50,0,0,640532480,169922560,189165568,238071808,546296,587288
40.244,20.732,39.024,0,0,640524288,169922560,189173760,238080000,600016,722840
31.111,18.889,50,0,0,640524288,169922560,189173760,238080000,670008,797184
39.759,14.458,45.783,0,0,640520192,169922560,189177856,238084096,692648,783456
39.286,16.667,44.048,0,0,640520192,169922560,189177856,238084096,609976,670176
41.250,15,43.750,0,0,640528384,169922560,189169664,238084096,589160,716752
34.146,15.854,50,0,0,640520192,169922560,189177856,238092288,720488,827240
29.762,19.048,51.190,0,0,640516096,169922560,189181952,238096384,570672,647344
42.353,15.294,42.353,0,0,640516096,169922560,189181952,238096384,598800,686904
35.227,15.909,48.864,0,0,640516096,169922560,189181952,238096384,696752,792640
33.333,19.540,47.126,0,0,640524288,169922560,189173760,238096384,574920,655272
62.222,21.111,16.667,0,0,640512000,169922560,189186048,238108672,748512,913024
58.696,18.478,22.826,0,0,640512000,169922560,189186048,238108672,823936,915456
59.091,21.591,19.318,0,0,640512000,169922560,189186048,238108672,790944,958112
67.391,18.478,14.130,0,0,640507904,169922560,189190144,238112768,826640,958448
53.488,22.093,24.419,0,0,640516096,169922560,189181952,238112768,811744,899528
